2 -0.63 0.32 | time_of_day=16-17 future_duedate=medium workload=medium
4 -0.49 0.74 | time_of_day=12-13 future_duedate=low workload=high
2 -0.56 0.64 | time_of_day=21-22 future_duedate=medium workload=medium
3 -0.11 0.43 | time_of_day=21-22 future_duedate=low workload=high
2 -0.06 0.35 | time_of_day=19-20 future_duedate=low workload=low
1 -0.05 0.40 | time_of_day=15-16 future_duedate=high workload=low
4 -0.33 0.48 | time_of_day=20-21 future_duedate=medium workload=low
4 -0.74 0.70 | time_of_day=16-17 future_duedate=low workload=high
1 -0.55 0.46 | time_of_day=19-20 future_duedate=medium workload=low
5 -0.40 0.38 | time_of_day=12-13 future_duedate=medium workload=low
1 -0.64 0.70 | time_of_day=17-18 future_duedate=medium workload=high
1 -0.55 0.43 | time_of_day=23-24 future_duedate=high workload=medium
3 -0.41 0.43 | time_of_day=19-20 future_duedate=low workload=medium
5 -0.64 0.53 | time_of_day=20-21 future_duedate=high workload=medium
1 -0.65 0.80 | time_of_day=16-17 future_duedate=high workload=low
1 -0.02 0.44 | time_of_day=14-15 future_duedate=high workload=high
4 -0.07 0.32 | time_of_day=14-15 future_duedate=high workload=high
6 -0.89 0.71 | time_of_day=16-17 future_duedate=low workload=low
1 -0.29 0.70 | time_of_day=22-23 future_duedate=medium workload=high
6 -0.22 0.64 | time_of_day=13-14 future_duedate=low workload=low
3 -0.34 0.69 | time_of_day=13-14 future_duedate=high workload=medium
2 -0.17 0.58 | time_of_day=19-20 future_duedate=high workload=medium
6 -0.49 0.76 | time_of_day=13-14 future_duedate=medium workload=low
2 -0.34 0.71 | time_of_day=22-23 future_duedate=high workload=medium
6 -0.47 0.43 | time_of_day=12-13 future_duedate=low workload=high
5 -0.35 0.79 | time_of_day=14-15 future_duedate=medium workload=low
4 -0.96 0.52 | time_of_day=17-18 future_duedate=high workload=low
2 -0.55 0.43 | time_of_day=13-14 future_duedate=high workload=high
6 -0.47 0.32 | time_of_day=16-17 future_duedate=medium workload=high
2 -0.57 0.58 | time_of_day=22-23 future_duedate=high workload=medium
3 -0.57 0.63 | time_of_day=22-23 future_duedate=low workload=high
6 -0.65 0.73 | time_of_day=15-16 future_duedate=high workload=high
2 -0.50 0.57 | time_of_day=18-19 future_duedate=low workload=high
1 -0.33 0.28 | time_of_day=23-24 future_duedate=low workload=low
1 -0.76 0.60 | time_of_day=14-15 future_duedate=high workload=low
2 -0.89 0.68 | time_of_day=17-18 future_duedate=high workload=high
3 -0.33 0.79 | time_of_day=18-19 future_duedate=medium workload=medium
3 -0.74 0.49 | time_of_day=16-17 future_duedate=high workload=medium
6 -0.56 0.68 | time_of_day=19-20 future_duedate=medium workload=low
1 -0.53 0.30 | time_of_day=14-15 future_duedate=low workload=low
6 -0.41 0.64 | time_of_day=15-16 future_duedate=medium workload=high
4 -1.00 0.61 | time_of_day=21-22 future_duedate=low workload=high
5 -0.90 0.58 | time_of_day=17-18 future_duedate=low workload=high
3 -0.78 0.61 | time_of_day=12-13 future_duedate=high workload=high
1 -0.64 0.67 | time_of_day=22-23 future_duedate=high workload=high
1 -0.27 0.77 | time_of_day=21-22 future_duedate=medium workload=low
4 -0.72 0.47 | time_of_day=17-18 future_duedate=high workload=high
6 -0.82 0.56 | time_of_day=12-13 future_duedate=low workload=medium
5 -0.96 0.29 | time_of_day=22-23 future_duedate=medium workload=low
6 -0.83 0.21 | time_of_day=15-16 future_duedate=low workload=low
1 -0.44 0.49 | time_of_day=17-18 future_duedate=high workload=low
6 -0.65 0.48 | time_of_day=20-21 future_duedate=medium workload=high
3 -0.95 0.25 | time_of_day=13-14 future_duedate=high workload=medium
4 -0.12 0.78 | time_of_day=19-20 future_duedate=high workload=medium
6 -0.64 0.65 | time_of_day=12-13 future_duedate=high workload=low
5 -0.34 0.38 | time_of_day=18-19 future_duedate=medium workload=medium
1 -0.88 0.53 | time_of_day=19-20 future_duedate=medium workload=low
2 -0.71 0.53 | time_of_day=19-20 future_duedate=low workload=high
5 -0.24 0.46 | time_of_day=17-18 future_duedate=medium workload=low
6 -0.05 0.56 | time_of_day=20-21 future_duedate=medium workload=low
5 -0.05 0.46 | time_of_day=18-19 future_duedate=high workload=medium
4 -0.62 0.66 | time_of_day=12-13 future_duedate=high workload=low
6 -0.20 0.72 | time_of_day=13-14 future_duedate=low workload=high
2 -0.10 0.37 | time_of_day=22-23 future_duedate=high workload=low
3 -0.78 0.67 | time_of_day=18-19 future_duedate=medium workload=medium
4 -0.20 0.33 | time_of_day=13-14 future_duedate=high workload=medium
6 -0.56 0.65 | time_of_day=12-13 future_duedate=medium workload=high
3 -0.49 0.49 | time_of_day=15-16 future_duedate=medium workload=medium
6 -0.17 0.66 | time_of_day=22-23 future_duedate=medium workload=high
5 -0.68 0.43 | time_of_day=14-15 future_duedate=low workload=low
4 -0.09 0.69 | time_of_day=20-21 future_duedate=medium workload=high
6 -0.81 0.28 | time_of_day=16-17 future_duedate=high workload=low
5 -0.72 0.31 | time_of_day=22-23 future_duedate=low workload=medium
2 -0.37 0.20 | time_of_day=16-17 future_duedate=high workload=high
6 -0.39 0.32 | time_of_day=22-23 future_duedate=medium workload=high
2 -0.90 0.70 | time_of_day=23-24 future_duedate=medium workload=low
5 -0.71 0.42 | time_of_day=13-14 future_duedate=medium workload=medium
3 -0.12 0.66 | time_of_day=15-16 future_duedate=high workload=low
2 -0.46 0.64 | time_of_day=21-22 future_duedate=medium workload=medium
6 -0.94 0.25 | time_of_day=12-13 future_duedate=high workload=medium
5 -0.92 0.24 | time_of_day=15-16 future_duedate=low workload=medium
1 -0.77 0.39 | time_of_day=22-23 future_duedate=low workload=low
4 -0.19 0.47 | time_of_day=19-20 future_duedate=high workload=medium
5 -0.37 0.27 | time_of_day=22-23 future_duedate=medium workload=low
3 -0.41 0.40 | time_of_day=22-23 future_duedate=high workload=low
1 -0.09 0.47 | time_of_day=13-14 future_duedate=medium workload=low
1 -0.57 0.27 | time_of_day=14-15 future_duedate=medium workload=medium
6 -0.37 0.78 | time_of_day=23-24 future_duedate=medium workload=high
4 -0.15 0.24 | time_of_day=23-24 future_duedate=high workload=high
4 -0.46 0.51 | time_of_day=15-16 future_duedate=low workload=high
4 -0.81 0.68 | time_of_day=20-21 future_duedate=high workload=high
5 -0.69 0.49 | time_of_day=12-13 future_duedate=medium workload=high
5 -0.07 0.49 | time_of_day=20-21 future_duedate=low workload=medium
3 -0.17 0.54 | time_of_day=17-18 future_duedate=low workload=high
3 -0.80 0.34 | time_of_day=14-15 future_duedate=medium workload=high
3 -0.37 0.44 | time_of_day=20-21 future_duedate=low workload=high
6 -0.41 0.22 | time_of_day=22-23 future_duedate=high workload=high
5 -0.31 0.69 | time_of_day=22-23 future_duedate=medium workload=low
6 -0.11 0.55 | time_of_day=12-13 future_duedate=low workload=medium
4 -0.07 0.39 | time_of_day=17-18 future_duedate=high workload=high
2 -0.50 0.23 | time_of_day=19-20 future_duedate=high workload=low
3 -0.78 0.79 | time_of_day=23-24 future_duedate=low workload=high
1 -0.85 0.42 | time_of_day=21-22 future_duedate=low workload=high
2 -0.52 0.33 | time_of_day=17-18 future_duedate=high workload=medium
6 -0.44 0.31 | time_of_day=22-23 future_duedate=low workload=high
5 -0.11 0.76 | time_of_day=16-17 future_duedate=medium workload=medium
3 -0.59 0.70 | time_of_day=13-14 future_duedate=low workload=low
5 -0.21 0.52 | time_of_day=17-18 future_duedate=high workload=medium
2 -0.43 0.33 | time_of_day=14-15 future_duedate=medium workload=low
1 -0.55 0.53 | time_of_day=16-17 future_duedate=medium workload=medium
6 -0.33 0.24 | time_of_day=22-23 future_duedate=low workload=high
6 -0.50 0.69 | time_of_day=23-24 future_duedate=low workload=low
5 -0.17 0.58 | time_of_day=12-13 future_duedate=low workload=medium
1 -0.87 0.61 | time_of_day=16-17 future_duedate=medium workload=low
4 -0.65 0.33 | time_of_day=20-21 future_duedate=medium workload=low
1 -0.59 0.63 | time_of_day=14-15 future_duedate=medium workload=medium
4 -0.77 0.33 | time_of_day=21-22 future_duedate=high workload=medium
2 -0.41 0.80 | time_of_day=22-23 future_duedate=high workload=medium
3 -0.59 0.60 | time_of_day=20-21 future_duedate=medium workload=medium
5 -0.40 0.65 | time_of_day=18-19 future_duedate=low workload=low
6 -0.33 0.55 | time_of_day=14-15 future_duedate=medium workload=high
6 -0.31 0.30 | time_of_day=21-22 future_duedate=medium workload=high
4 -0.10 0.21 | time_of_day=22-23 future_duedate=high workload=low
6 -0.81 0.49 | time_of_day=16-17 future_duedate=medium workload=low
3 -0.73 0.75 | time_of_day=18-19 future_duedate=low workload=low
5 -0.70 0.20 | time_of_day=19-20 future_duedate=low workload=high
4 -0.69 0.70 | time_of_day=12-13 future_duedate=low workload=high
3 -0.73 0.52 | time_of_day=13-14 future_duedate=low workload=low
4 -0.18 0.37 | time_of_day=18-19 future_duedate=high workload=medium
6 -0.13 0.68 | time_of_day=12-13 future_duedate=low workload=medium
6 -0.87 0.68 | time_of_day=21-22 future_duedate=high workload=high
6 -0.62 0.35 | time_of_day=17-18 future_duedate=high workload=low
5 -0.02 0.67 | time_of_day=20-21 future_duedate=low workload=low
5 -0.52 0.54 | time_of_day=23-24 future_duedate=low workload=low
3 -0.43 0.46 | time_of_day=20-21 future_duedate=low workload=medium
3 -0.82 0.34 | time_of_day=19-20 future_duedate=low workload=medium
4 -0.79 0.47 | time_of_day=23-24 future_duedate=medium workload=high
1 -0.28 0.49 | time_of_day=13-14 future_duedate=low workload=low
4 -0.28 0.46 | time_of_day=23-24 future_duedate=high workload=low
5 -0.87 0.53 | time_of_day=15-16 future_duedate=low workload=medium
5 -0.72 0.66 | time_of_day=12-13 future_duedate=medium workload=high
5 -0.63 0.65 | time_of_day=20-21 future_duedate=medium workload=low
6 -0.36 0.52 | time_of_day=18-19 future_duedate=medium workload=low
6 -0.30 0.41 | time_of_day=16-17 future_duedate=high workload=low
4 -0.48 0.22 | time_of_day=13-14 future_duedate=low workload=high
5 -0.11 0.33 | time_of_day=14-15 future_duedate=low workload=medium
6 -0.43 0.51 | time_of_day=16-17 future_duedate=low workload=medium
2 -0.34 0.25 | time_of_day=20-21 future_duedate=medium workload=medium
1 -0.25 0.50 | time_of_day=17-18 future_duedate=low workload=high
4 -0.77 0.36 | time_of_day=20-21 future_duedate=low workload=medium
4 -0.39 0.65 | time_of_day=22-23 future_duedate=medium workload=high
5 -0.43 0.66 | time_of_day=23-24 future_duedate=low workload=low
1 -0.60 0.53 | time_of_day=18-19 future_duedate=medium workload=high
2 -0.45 0.60 | time_of_day=20-21 future_duedate=medium workload=high
1 -0.01 0.23 | time_of_day=20-21 future_duedate=low workload=low
5 -0.50 0.54 | time_of_day=21-22 future_duedate=low workload=high
3 -0.52 0.73 | time_of_day=14-15 future_duedate=medium workload=high
1 -0.33 0.24 | time_of_day=14-15 future_duedate=medium workload=high
3 -0.02 0.56 | time_of_day=19-20 future_duedate=high workload=high
6 -0.68 0.77 | time_of_day=12-13 future_duedate=medium workload=high
6 -0.76 0.52 | time_of_day=21-22 future_duedate=medium workload=high
2 -0.11 0.35 | time_of_day=21-22 future_duedate=high workload=low
3 -0.92 0.44 | time_of_day=20-21 future_duedate=low workload=medium
3 -0.16 0.37 | time_of_day=22-23 future_duedate=high workload=high
2 -0.93 0.29 | time_of_day=18-19 future_duedate=low workload=low
6 -0.80 0.50 | time_of_day=21-22 future_duedate=low workload=low
1 -0.01 0.63 | time_of_day=16-17 future_duedate=low workload=medium
5 -0.81 0.58 | time_of_day=12-13 future_duedate=low workload=medium
5 -0.30 0.32 | time_of_day=13-14 future_duedate=high workload=high
3 -0.16 0.73 | time_of_day=13-14 future_duedate=medium workload=low
4 -0.96 0.53 | time_of_day=20-21 future_duedate=high workload=low
3 -0.34 0.49 | time_of_day=14-15 future_duedate=high workload=medium
5 -0.07 0.65 | time_of_day=23-24 future_duedate=medium workload=low
4 -0.44 0.34 | time_of_day=14-15 future_duedate=low workload=high
4 -0.10 0.65 | time_of_day=22-23 future_duedate=low workload=low
6 -0.55 0.58 | time_of_day=21-22 future_duedate=high workload=high
3 -0.31 0.43 | time_of_day=16-17 future_duedate=low workload=high
4 -0.80 0.47 | time_of_day=23-24 future_duedate=medium workload=low
1 -0.10 0.54 | time_of_day=12-13 future_duedate=low workload=medium
5 -0.07 0.67 | time_of_day=18-19 future_duedate=high workload=low
6 -0.91 0.35 | time_of_day=12-13 future_duedate=low workload=high
4 -0.99 0.20 | time_of_day=23-24 future_duedate=high workload=low
2 -0.72 0.75 | time_of_day=21-22 future_duedate=medium workload=low
1 -0.86 0.77 | time_of_day=14-15 future_duedate=medium workload=high
1 -0.58 0.58 | time_of_day=14-15 future_duedate=high workload=medium
1 -0.36 0.80 | time_of_day=18-19 future_duedate=high workload=high
1 -0.79 0.50 | time_of_day=13-14 future_duedate=high workload=high
2 -0.58 0.30 | time_of_day=17-18 future_duedate=low workload=low
3 -0.23 0.47 | time_of_day=15-16 future_duedate=low workload=high
2 -0.14 0.47 | time_of_day=15-16 future_duedate=high workload=low
6 -0.29 0.61 | time_of_day=14-15 future_duedate=medium workload=low
5 -0.56 0.76 | time_of_day=19-20 future_duedate=medium workload=medium
2 -0.18 0.37 | time_of_day=16-17 future_duedate=medium workload=high
4 -0.20 0.60 | time_of_day=23-24 future_duedate=high workload=high
1 -0.09 0.66 | time_of_day=15-16 future_duedate=low workload=high
5 -0.18 0.80 | time_of_day=16-17 future_duedate=low workload=medium
2 -0.09 0.66 | time_of_day=21-22 future_duedate=low workload=low
6 -0.57 0.31 | time_of_day=21-22 future_duedate=low workload=medium
4 -0.45 0.74 | time_of_day=14-15 future_duedate=medium workload=low
2 -0.38 0.39 | time_of_day=21-22 future_duedate=low workload=high
4 -0.52 0.66 | time_of_day=21-22 future_duedate=high workload=low
2 -0.74 0.52 | time_of_day=19-20 future_duedate=low workload=medium
1 -0.32 0.24 | time_of_day=12-13 future_duedate=low workload=high
1 -0.45 0.60 | time_of_day=17-18 future_duedate=high workload=medium
1 -0.71 0.72 | time_of_day=12-13 future_duedate=high workload=medium
4 -0.01 0.29 | time_of_day=16-17 future_duedate=medium workload=high
1 -0.80 0.60 | time_of_day=16-17 future_duedate=high workload=high
6 -0.66 0.61 | time_of_day=15-16 future_duedate=low workload=medium
6 -0.88 0.25 | time_of_day=13-14 future_duedate=medium workload=medium
5 -0.40 0.52 | time_of_day=14-15 future_duedate=high workload=low
6 -0.23 0.60 | time_of_day=21-22 future_duedate=low workload=low
3 -0.76 0.73 | time_of_day=22-23 future_duedate=medium workload=high
4 -0.55 0.52 | time_of_day=20-21 future_duedate=high workload=medium
1 -0.62 0.41 | time_of_day=18-19 future_duedate=medium workload=high
5 -0.50 0.48 | time_of_day=19-20 future_duedate=low workload=low
2 -0.09 0.57 | time_of_day=16-17 future_duedate=high workload=high
2 -0.81 0.74 | time_of_day=16-17 future_duedate=low workload=high
4 -0.39 0.61 | time_of_day=23-24 future_duedate=low workload=high
3 -0.23 0.48 | time_of_day=17-18 future_duedate=medium workload=medium
2 -0.88 0.65 | time_of_day=23-24 future_duedate=low workload=low
2 -0.40 0.77 | time_of_day=19-20 future_duedate=medium workload=low
2 -0.21 0.25 | time_of_day=16-17 future_duedate=medium workload=high
1 -0.23 0.77 | time_of_day=20-21 future_duedate=high workload=high
1 -0.10 0.65 | time_of_day=17-18 future_duedate=low workload=medium
5 -0.28 0.24 | time_of_day=16-17 future_duedate=medium workload=low
4 -0.79 0.71 | time_of_day=19-20 future_duedate=medium workload=low
2 -0.18 0.36 | time_of_day=23-24 future_duedate=low workload=high
3 -0.52 0.29 | time_of_day=17-18 future_duedate=high workload=medium
2 -0.79 0.38 | time_of_day=23-24 future_duedate=high workload=low
6 -0.09 0.62 | time_of_day=21-22 future_duedate=high workload=low
4 -0.72 0.41 | time_of_day=14-15 future_duedate=high workload=high
2 -0.88 0.32 | time_of_day=19-20 future_duedate=high workload=high
4 -0.65 0.35 | time_of_day=23-24 future_duedate=low workload=medium
5 -0.75 0.60 | time_of_day=18-19 future_duedate=low workload=low
3 -0.17 0.71 | time_of_day=20-21 future_duedate=medium workload=medium
4 -0.97 0.66 | time_of_day=19-20 future_duedate=medium workload=medium
5 -0.81 0.60 | time_of_day=23-24 future_duedate=low workload=low
4 -0.86 0.54 | time_of_day=12-13 future_duedate=low workload=high
4 -0.14 0.79 | time_of_day=19-20 future_duedate=low workload=low
4 -0.45 0.72 | time_of_day=14-15 future_duedate=medium workload=low
6 -0.81 0.50 | time_of_day=19-20 future_duedate=low workload=low
2 -0.24 0.24 | time_of_day=16-17 future_duedate=low workload=high
1 -0.23 0.51 | time_of_day=12-13 future_duedate=high workload=low
3 -0.56 0.54 | time_of_day=19-20 future_duedate=high workload=low
6 -0.67 0.77 | time_of_day=14-15 future_duedate=medium workload=low
1 -0.13 0.45 | time_of_day=16-17 future_duedate=high workload=high
5 -0.08 0.67 | time_of_day=19-20 future_duedate=high workload=low
5 -0.13 0.77 | time_of_day=16-17 future_duedate=high workload=low
3 -0.68 0.26 | time_of_day=18-19 future_duedate=medium workload=high
4 -0.04 0.26 | time_of_day=20-21 future_duedate=medium workload=low
6 -0.84 0.50 | time_of_day=16-17 future_duedate=high workload=medium
1 -0.06 0.76 | time_of_day=14-15 future_duedate=low workload=medium
3 -0.74 0.75 | time_of_day=20-21 future_duedate=medium workload=low
4 -0.73 0.24 | time_of_day=23-24 future_duedate=high workload=high
3 -0.45 0.75 | time_of_day=23-24 future_duedate=high workload=medium
3 -0.27 0.52 | time_of_day=14-15 future_duedate=low workload=medium
5 -0.71 0.68 | time_of_day=15-16 future_duedate=high workload=high
2 -0.92 0.61 | time_of_day=14-15 future_duedate=low workload=low
4 -0.41 0.62 | time_of_day=22-23 future_duedate=low workload=low
5 -0.75 0.62 | time_of_day=16-17 future_duedate=high workload=low
4 -0.67 0.78 | time_of_day=12-13 future_duedate=high workload=low
6 -0.90 0.53 | time_of_day=22-23 future_duedate=low workload=medium
4 -0.08 0.49 | time_of_day=20-21 future_duedate=low workload=high
6 -0.08 0.41 | time_of_day=20-21 future_duedate=high workload=medium
1 -0.13 0.58 | time_of_day=22-23 future_duedate=medium workload=low
1 -0.91 0.20 | time_of_day=21-22 future_duedate=high workload=low
2 -0.61 0.50 | time_of_day=21-22 future_duedate=low workload=medium
4 -0.91 0.39 | time_of_day=23-24 future_duedate=low workload=medium
1 -0.62 0.39 | time_of_day=15-16 future_duedate=low workload=medium
1 -0.31 0.50 | time_of_day=21-22 future_duedate=medium workload=medium
4 -0.02 0.69 | time_of_day=18-19 future_duedate=low workload=low
4 -0.45 0.54 | time_of_day=14-15 future_duedate=high workload=medium
4 -0.02 0.63 | time_of_day=16-17 future_duedate=medium workload=low
6 -0.93 0.64 | time_of_day=12-13 future_duedate=high workload=low
4 -0.86 0.43 | time_of_day=13-14 future_duedate=medium workload=medium
1 -1.00 0.56 | time_of_day=13-14 future_duedate=medium workload=low
5 -0.65 0.45 | time_of_day=15-16 future_duedate=high workload=low
1 -0.49 0.45 | time_of_day=17-18 future_duedate=low workload=medium
2 -0.57 0.29 | time_of_day=22-23 future_duedate=low workload=high
2 -0.37 0.60 | time_of_day=16-17 future_duedate=low workload=medium
3 -0.52 0.39 | time_of_day=23-24 future_duedate=low workload=high
1 -0.42 0.64 | time_of_day=16-17 future_duedate=medium workload=medium
1 -0.76 0.80 | time_of_day=14-15 future_duedate=medium workload=high
6 -0.72 0.66 | time_of_day=13-14 future_duedate=high workload=low
1 -0.10 0.34 | time_of_day=14-15 future_duedate=low workload=low
3 -0.08 0.41 | time_of_day=23-24 future_duedate=high workload=high
4 -0.89 0.26 | time_of_day=18-19 future_duedate=medium workload=high
4 -0.36 0.58 | time_of_day=15-16 future_duedate=low workload=medium
5 -0.20 0.28 | time_of_day=21-22 future_duedate=low workload=medium
6 -0.22 0.33 | time_of_day=16-17 future_duedate=medium workload=high
5 -1.00 0.45 | time_of_day=18-19 future_duedate=high workload=medium
1 -0.14 0.47 | time_of_day=12-13 future_duedate=medium workload=low
5 -0.25 0.58 | time_of_day=22-23 future_duedate=medium workload=low
1 -0.39 0.78 | time_of_day=14-15 future_duedate=low workload=high
6 -0.62 0.25 | time_of_day=14-15 future_duedate=low workload=high
5 -0.01 0.76 | time_of_day=22-23 future_duedate=medium workload=medium
5 -0.47 0.29 | time_of_day=12-13 future_duedate=low workload=medium
1 -0.86 0.48 | time_of_day=12-13 future_duedate=high workload=medium
1 -0.61 0.30 | time_of_day=15-16 future_duedate=medium workload=high
3 -0.16 0.26 | time_of_day=13-14 future_duedate=medium workload=medium
4 -0.54 0.71 | time_of_day=16-17 future_duedate=low workload=medium
5 -0.48 0.30 | time_of_day=22-23 future_duedate=high workload=medium
4 -0.47 0.79 | time_of_day=13-14 future_duedate=medium workload=medium
6 -0.46 0.73 | time_of_day=13-14 future_duedate=high workload=high
1 -0.96 0.75 | time_of_day=12-13 future_duedate=medium workload=high
2 -0.62 0.21 | time_of_day=16-17 future_duedate=high workload=medium
3 -0.40 0.26 | time_of_day=15-16 future_duedate=high workload=low
5 -0.55 0.31 | time_of_day=22-23 future_duedate=high workload=high
4 -0.69 0.21 | time_of_day=15-16 future_duedate=high workload=medium
2 -0.45 0.52 | time_of_day=22-23 future_duedate=high workload=high
6 -0.20 0.40 | time_of_day=18-19 future_duedate=medium workload=low
4 -0.53 0.51 | time_of_day=23-24 future_duedate=low workload=low
4 -0.94 0.40 | time_of_day=18-19 future_duedate=medium workload=medium
6 -0.83 0.74 | time_of_day=14-15 future_duedate=medium workload=high
1 -0.80 0.71 | time_of_day=13-14 future_duedate=high workload=high
5 -0.10 0.51 | time_of_day=23-24 future_duedate=high workload=low
1 -0.30 0.33 | time_of_day=20-21 future_duedate=low workload=medium
4 -0.46 0.45 | time_of_day=21-22 future_duedate=low workload=low
2 -0.12 0.39 | time_of_day=18-19 future_duedate=medium workload=medium
5 -0.76 0.52 | time_of_day=19-20 future_duedate=low workload=high
5 -0.53 0.79 | time_of_day=21-22 future_duedate=low workload=medium
3 -0.99 0.67 | time_of_day=18-19 future_duedate=medium workload=high
6 -0.10 0.22 | time_of_day=19-20 future_duedate=high workload=high
6 -0.75 0.69 | time_of_day=19-20 future_duedate=low workload=low
6 -0.64 0.44 | time_of_day=13-14 future_duedate=high workload=high
